barcode,name,brand,package_size,category
7290004199791,כפפות לטקס סייב טאץ 100,אינטרסן,1 יחידות,Other
7290004199807,כפפות לטקס סייב טאץ 100,אינטרסן,1 יחידות,Other
7290004219079,לבבות דקל פרוסות 400 גרם,אלימנטוס אי קונסרבס,400 גרם,Other
7290004219277,אנשובי ארוך בצנצנת 78ג,פלוט אס.פי.איי,78 גרם,Other
7290004219505,פלפלים אדומים קלויים650ג,קוראהן פזלרמה וי דיס אי.,650 גרם,Vegetables
7290004225285,בסגנון דנאבלו 100 גרם,,100 גרם,Other
7290004228804,עלי בצק למילוי סיגרים 45,"שלושת האופים בע""מ",450 גרם,Other
7290004230371,מקלות בורקס פילו פיצה600,שגב,600 גרם,Prepared
7290004230944,מקלות בורקס פילו גבינה60,"שלושת האופים בע""מ",600 גרם,Dairy
7290004324605,מון בלאן גב.כחולה7% 120ג,"שלושת האופים בע""מ",120 גרם,Other
7290004339173,המבורגר קינואה 400 גרם,,400 גרם,Meat & Fish
7290004339401,המבורגר אורז עדשים400גרם,,400 גרם,Meat & Fish
7290004339425,שווארמה מן הצומח 350 גרם,,350 גרם,Other
7290004339432,סייטן בסגנון טבעי 500 גר,,500 גרם,Other
7290004339456,סטייק מהצומח פרוס דק 250,---,250 גרם,Other
7290004339463,נתח עסיסי סגנון סטייק 30,---,300 גרם,Other
7290004339692,סייטן קפוא ביתי 500 גרם,,500 גרם,Frozen
7290004339784,המבורג.ניויורק על האש400,,400 גרם,Other
7290004494315,"דלתון כנען מוסקאטו750מ""ל",יקב דלתון,750 מיליליטר,Other
7290004494384,דלתון רוזה אסטייט 750 מל,"יקב דלתון בע\""מ",750 מיליליטר,Other
7290004537272,פול שדה בשקית 800 גרם,לינאי,800 גרם,Other
7290004554903,פנטסיה שוקו וניל פרווה1ל,"גלידת שטראוס בע""מ",1 ליטר,Frozen
7290004584306,סופר גמדים תות בננה4*100,"שטראוס בריאות בע""מ",400 גרם,Fruit
7290004584351,גב.סימפוניה 5% 200 גרם,"שטראוס בריאות בע""מ",200 גרם,Other
7290004584528,יוגורט ביו 1.7%דנונה200ג,"שטראוס בריאות בע""מ",200 גרם,Dairy
7290004585907,דני וניל 1.5% שומן 125 ג,"שטראוס בריאות בע""מ",125 גרם,Other
7290004639006,קוסקוס ביתי מוקפא 800 גר,מטעמי פאר,800 גרם,Other
7290004645632,דג אמנון שלם קפוא 400 גר,רוזנרס,1 יחידות,Frozen
7290004658953,"סוביניון בלאן P.C 750מ""ל",יקבי כרמל,750 מיליליטר,Other
7290004685010,לחם מחמצת שיפון קל 500 ג,"י.את.א.ברמן בע\""מ",500 גרם,Other
7290004685027,לחם מחמצת וחיטה מלאה500,"י.את.א.ברמן בע\""מ",500 גרם,Other
7290004685089,לחם חמניות 500 גרם,מאפית ברמן,500 גרם,Other
7290004685126,לחם הארץ חמישה דגנים750ג,"י.את.א.ברמן בע\""מ",750 גרם,Other
7290004685157,לחם שיפון 100%פרוס 750ג,"י.את.א.ברמן בע\""מ",750 גרם,Other
7290004685195,לחם 10 דגנים פרוס 750גרם,"י.את.א.ברמן בע\""מ",750 גרם,Other
7290004685201,לחם הארץ שיפון אגוזים500,"י.את.א.ברמן בע\""מ",500 גרם,Other
7290004685225,לחם פומפרניקל 750 גרם,"י.את.א.ברמן בע\""מ",750 גרם,Other
7290004685430,לחם הארץ כוסמין100% 500ג,"י.את.א.ברמן בע\""מ",500 גרם,Other
7290004685447,לחמניות כוסמין 6יח 450ג,מאפית ברמן מקבוצת י. את,450 גרם,Other
7290004685478,10פיתות כוסמין550לחםהארץ,"מאפיית אורן משי בע""מ",550 גרם,Fruit
7290004685492,לחם הארץ גלילי קל 750 גר,"י.את.א.ברמן בע\""מ",750 גרם,Other
7290004737443,קוקטייל פירות 820 גרם,גיאנגסו יואהו פוד קו א,820 גרם,Fruit
7290004737719,אספרגוס לבן שלם מקולף330,הייז סאנקוינג פוד קו,330 גרם,Dairy
7290004846695,קבבוני השוק 800 גרם,"זהר בשר עופות ובשר בע""מ",800 גרם,Meat & Fish
7290004846763,המרגז של אוראל 400 גרם,"זהר בשר עופות ובשר בע""מ",400 גרם,Meat & Fish
7290004846909,המבורגר אסאדו 400 גרם,המבורגר אסאדו מוצר בשר ב,400 גרם,Meat & Fish
7290004846916,המבורגר אנטריקוט 400 גרם,"זהר בשר עופות ובשר בע""מ",400 גרם,Meat & Fish
7290004846923,קבב אסאדו 400 גרם,"זהר בשר עופות ובשר בע""מ",400 גרם,Meat & Fish
7290004952136,קמח כוסמין מלא אורגני1קג,טחנת קמח יפו,1 קילוגרם,Other
7290004952785,פריכיות כוסמת דק.ארגנ100,,100 גרם,Other
7290004952792,פריכיות אורז דק.ארגני100,הרדוף,100 גרם,Other
7290005020162,"וויסקי בלנטיין 700 מ""ל",,700 מיליליטר,Other
7290005020346,"רום בקרדי לבן 750 מ""ל",,750 מיליליטר,Dairy
7290005082962,פרצל,"גידרון תעשיות בע""מ",1 יחידות,Other
7290005082979,חלה דגנים קלועה 500 גרם,"גידרון תעשיות בע""מ",500 גרם,Other
7290005095245,נרות שבת 72 יחידות,HQP,1 יחידות,Other
7290005095467,נרות שבת 4 יחידות,משווק על ידי HQP,1 יחידות,Other
7290005095474,נרות שבת 6 יחידות,HQP,1 יחידות,Other
7290005095481,נרות שבת 8 יחידות 8 יחיד,משווק על ידי HQP,1 יחידות,Other
7290005095498,נרות שבת 10 יחידות,משווק על ידי HQP,1 יחידות,Other
7290005095573,מצת קליפר,,1 יחידות,Other
7290005095801,עמבה 500 גרם,,500 גרם,Other
7290005095931,נרות שבת 20 יחידות,משווק על ידי HQP,1 יחידות,Other
7290005111761,"בונזו בשר 3 ק""ג",united pet food,3 קילוגרם,Meat & Fish
7290005113222,מיקס זיתים 340 גרם,,340 גרם,Other
7290005200786,תפוציפס ט.שמנת ובצל50גר,"פפסיקו הלאס בע""מ",50 גרם,Snacks
7290005201882,קפה טורקי 200 גרם עלית,שטראוס קפה בי.וי.,200 גרם,Drinks
7290005287206,טונה סטארקיסט בשמן4*160ג,תאי יוניון,640 גרם,Meat & Fish
7290005287251,טונה סטארקיסט במים4*160ג,טונה ויאטנם אל.טי.די,640 גרם,Meat & Fish
7290005317194,ביסקוויט בטעם וניל 110 ג,אפיפית,110 גרם,Snacks
7290005317200,קרקר טופז מלח הדר 110 גר,אפיפית,110 גרם,Snacks
7290005416262,"יוג.עיזים תות 500מ""ל טל",,500 מיליליטר,Fruit
7290005416279,"יוג.עיזים פ.יער500מ""ל טל",,500 מיליליטר,Other
7290005416415,יוגורט עזים טבעי 3% 200ג,,200 גרם,Dairy
7290005416491,יוגורט מחלב עיזים 750 מל,,750 מיליליטר,Dairy
7290005418709,קר.לחות נטורל קיבוע תלתל,קרליין,400 מיליליטר,Other
7290005418716,קר.לחות לתלתלים נטורל400,סנו,400 מיליליטר,Other
7290005423635,ריצפז פלוס דוחה תיקנים2ל,סנו,2 ליטר,Other
7290005423734,מרכך מקסימה אולטרה 4 ל,סנו,4 ליטר,Other
7290005425646,סנוקליר ניקוי חלונות 1ל,סנו,1 ליטר,Other
7290005426940,K-300 פלוס8 קוטל חרקי400,סנו,400 מיליליטר,Other
7290005427619,גל אקסטרים ירוק 1קג כיף,קוסמופארם,1 קילוגרם,Other
7290005430602,אוקסיגן מ.כתמ.מרסס 750מ,,750 מיליליטר,Other
7290005431883,מלבי חלבי 165 גרם,עדן קינוחים,165 גרם,Dairy
7290005431906,קדאיף 82 גרם,עדן קינוחים,82 גרם,Other
7290005431913,עוגת גבינה פירורים 92 גר,עדן קינוחים,92 גרם,Dairy
7290005431920,עוגת גב.פירורים לייט78גר,עדן קינוחים,78 גרם,Other
7290005431937,טירמיסו 82 גרם,עדן קינוחים,82 גרם,Other
7290005431968,מלבי שמנת 150 גרם,עדן קינוחים,150 גרם,Dairy
7290005500688,"מסיכה לשיער פנינה 1 ק""ג",א.ל ארמן,1 קילוגרם,Other
7290005559709,בורקס פיצה 700 גרם,"מעדנות בע""מ",700 גרם,Prepared
7290005559990,בצק פילאס תורקי 600 גרם,"מעדנות בע""מ",600 גרם,Other
7290005610509,מארז צנונית (ק),קטיף,400 גרם,Other
7290005651069,"לה קט מיקס 2.85 ק""ג",---,2.85 קילוגרם,Other
7290005651427,מעדני בשר לכלבים בונזו3י,FIDELE SAS,1.2 קילוגרם,Meat & Fish
7290005680052,טמפוני או-בה סופר + 32יח,JOHNSON&JOHNSON,1 יחידות,Other
7290005686405,בננה ציפס 200 גרם,דין שיווק,200 גרם,Snacks
7290005718021,שטרודל גבינה,סהרון,540 גרם,Dairy
7290005718038,"שטרודל תפו""ע",סהרון,540 גרם,Other
7290005838002,דניאלה מעדן גבינה 88 גרם,"שטראוס בריאות בע""מ",88 גרם,Dairy
7290005838613,סקי מעדן גבינה וניל 125ג,"שטראוס בריאות בע""מ",125 גרם,Dairy
7290005838972,גב.סקי 5% 125 גרם,"שטראוס בריאות בע""מ",125 גרם,Other
7290005839078,דנונה ביו 3% 8*150 גרם,"שטראוס בריאות בע""מ",1.2 קילוגרם,Other
7290005839108,גב.סימפוניה 5%+זיתים200ג,"שטראוס בריאות בע""מ",200 גרם,Other
7290005839313,מילקי טופ שוקול.מגולג141,"שטראוס גרופ בע""מ",141 גרם,Drinks
7290005896439,בירה מכבי בקבוק חוזר500מ,,500 מיליליטר,Drinks
7290005896453,בירה מכבי7.9%בק.חוזר500מ,"טמפו משקאות בע""מ",500 מיליליטר,Drinks
7290005938245,פסטו קלאסי 220 גרם,נטו,220 גרם,Other
7290005966088,יין אדום הר חרמון 750 מל,יקב רמת הגולן,750 מיליליטר,Drinks
7290005992018,יוגורט עיזים מלא 3% 500מ,MKN,500 מיליליטר,Dairy
7290005992575,גב.בולגרית למריחה5% 250ג,מחלבות גד,250 גרם,Dairy
7290005992735,גבינת לאבנה 5% 250ג גד,מחלבות גד,250 גרם,Dairy
7290005996009,סלמי גלילי מעושן 400 גרם,מעדני יחיעם\n,400 גרם,Other
7290005996092,סלמי מילאנו יבש 250 גרם,יחיעם,250 גרם,Other
7290005996238,פסטרמה בדבש דק דק יחיעם,יחיעם,120 גרם,Sauces & Spreads
7290005996283,פסטרמה חזה בקר דק דק120ג,יחיעם,120 גרם,Meat & Fish
7290005996290,סלמי איטלקי דק דק יחיעם,יחיעם,120 גרם,Other
7290005996740,סלמי פפרוני 300 גרם,מעדני יחיעם\n,300 גרם,Other
7290006199027,שלגון וניל מצופה תות,פלקו בעמ,600 גרם,Frozen
7290006199942,גלידל דובדבן 8יח,פלקו בעמ,640 גרם,Frozen
7290006229427,מים סאן בנדטו 6*500מל,,3 ליטר,Drinks
7290006241504,פריגת תפוזים מרוכז קפוא,גת,280 מיליליטר,Frozen
7290006241511,פריגת נענע פריז 280 מל,גת,280 מיליליטר,Other
7290006241689,פריגת לימון פריז 280 מל,גת,280 מיליליטר,Fruit
7290006251107,תה מסאלה צאי 25שק*2גרם,ויסוצקי,50 גרם,Drinks
7290006251275,תה ירוק סיני קלאסי25*1.5,ויסוצקי,37 גרם,Drinks
7290006251343,חליטת פסיפלורה+מנגו 25שק,ויסוצקי,62 גרם,Fruit
7290006251374,תה ירוק לימונית+גינגר25,ויסוצקי,37 גרם,Drinks
7290006251589,תה ירוק נענע 50שק*1.5גרם,ויסוצקי,75 גרם,Drinks
7290006256089,גאטו נגרו קברנה סובינ750,פינקה לה סליה,750 מיליליטר,Other
7290006256775,"גאטו נגרו מלבק 750 מ""ל",פינקה לה סליה,750 מיליליטר,Other
7290006265500,פטריות שמפניון-בודד,מרינה,1 יחידות,Vegetables
7290006271174,גחנון בצק לאפיה 700גרם,"מעדנות בע""מ",700 גרם,Other
7290006271181,גחנון אפוי מעדנות 750גר,"מעדנות בע""מ",750 גרם,Other
7290006271648,מיני בורקס תפוא 800,"מעדנות בע""מ",800 גרם,Prepared
7290006271655,מיני בורקס גבינה 800 גרם,"מעדנות בע""מ",800 גרם,Dairy
7290006374738,קונפיטורה תות 340 גרם,"ב.א מזוןבע""מ",340 גרם,Fruit
7290006376718,גלטין טהור 24 גרם,ר.ס. חברה ליבוא וייצור מ,24 גרם,Other
7290006390745,שבלול עם צימוקים,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006390752,חלה מתוקה עגולה,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006391025,ביגלה ירושלמי,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006451477,לחם מחמצת צרפתי 550 גרם,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006451484,לחם מחמצת אגוז+צימוק550ג,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006451491,לחם מחמצת זיתי קלמטה550ג,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006451507,לחם מחמצת כוסמין 550גרם,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006451514,לחם מחמצת דגנים 550 גרם,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006451521,לחם מחמצת שיפון 550 גרם,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006451699,לחם מחמצת עגבניות ובצל .,"גידרון תעשיות בע""מ",1 יחידות,Vegetables
7290006451934,לחם מחמצת אגוזים 550 גרם,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006451996,לחמניית כוסמין .,"גידרון תעשיות בע""מ",1 יחידות,Other
7290006492432,מוצרלה בייבי 150ג גד,מחלבות גד,150 גרם,Dairy
7290006492616,בולגרית פרוס מעודנ5% 250,מחלבות גד,250 גרם,Dairy
7290006492630,גליל גבינת עיזים16% 180ג,מחלבות גד,180 גרם,Dairy
7290006492685,לאבנה עיזים 5%שומן 250גר,מחלבות גד,250 גרם,Dairy
7290006492852,גבינה לבנה 5% עיזים 250ג,מחלבות גד,250 גרם,Dairy
7290006492913,ציזיקי למריחה 5% 250 גרם,,250 גרם,Other
7290006511157,פטריות שמפניון שלמות400ג,,400 גרם,Vegetables
7290006567048,פתיתי קוסקוס 350 גרם,קוסקוס מזון,350 גרם,Other
7290006585042,בסט סכיני גילוח לגבר,,1 יחידות,Other
7290006618078,אסטוניש מרסס למטבח 750מ,אסטוניש -לידס,750 מיליליטר,Other
7290006618146,מדליק פחם נוזלי 500מ הפי,דאץ פליים,500 מיליליטר,Other
7290006644480,"תפוזינה תפוז 500 מ""ל",יפאורה תבורי בעמ,500 מיליליטר,Fruit
7290006644510,"תפוזינה ענבים 500 מ""ל",יפאורה תבורי בעמ,500 מיליליטר,Fruit
7290006652027,במבה מארז 20 * 15 גרם,"אסם תעשיות מזון בע""מ",300 גרם,Snacks
7290006653819,קוסקוס דק 350 גרם,קוסקוס מזון,350 גרם,Other
7290006660596,קמח עדשים אדומות,"דג""ש",500 גרם,Meat & Fish
7290006660602,מי קוקוס אורגני 1 ליטר,בן טרה גוינט סטוק,1 ליטר,Other
7290006660640,"קמח טף 500 גרם דג""ש","דג""ש",500 גרם,Meat & Fish
7290006664532,דנונה תות 3% 150 גרם,"שטראוס בריאות בע""מ",150 גרם,Fruit
7290006664655,"אקטימל לבן 8*100 מ""ל","שטראוס בריאות בע""מ",800 מיליליטר,Dairy
7290006664693,דנונה אפרסק 3% 150 גרם,"שטראוס בריאות בע""מ",150 גרם,Fruit
7290006664990,דנונה ביו 1.7% 8*150גרם,"שטראוס בריאות בע""מ",1.2 קילוגרם,Other
7290006666307,סלט חומוס 300 גרם,סלטי משני,300 גרם,Sauces & Spreads
7290006666314,סלט טחינה 300 גרם משני,סלטי משני,300 גרם,Sauces & Spreads
7290006666338,סלט טחינה ירוקה 300 גרם,סלטי משני,300 גרם,Sauces & Spreads
7290006666345,חציל במיונז 300ג משני,סלטי משני,300 גרם,Sauces & Spreads
7290006666352,סלט חציל בטחינה 300 גרם,סלטי משני,300 גרם,Sauces & Spreads
7290006666413,סלט כרוב שוודי 300 גרם,סלטי משני,300 גרם,Prepared
7290006666437,סלט טורקי 300 גרם,סלטי משני,300 גרם,Prepared
7290006666444,סלט מטבוחה 300 גרם,סלטי משני,300 גרם,Prepared
7290006666451,סלט סלסה 300 גרם,סלטי משני,300 גרם,Prepared
7290006666468,סלט גזר בלימון 300 גרם,סלטי משני,300 גרם,Prepared
7290006666529,סלט פלפל מרוקאי 300 גרם,סלטי משני,300 גרם,Prepared
7290006666826,סחוג ירוק 150 גרם,סלטי משני,150 גרם,Prepared
7290006681003,קרמיסימו תות לימון 1.33ל,"גלידת שטראוס בע""מ",1.33 ליטר,Frozen
7290006704511,תפוח אדמה למיקרוגל,בייבי של אמא אדמה,700 גרם,Vegetables
7290006724779,ממרח עגבניות מיובשות 185,נני,185 גרם,Sauces & Spreads
7290006724786,ממרח פלפלים קלויים 185 ג,נני,185 גרם,Sauces & Spreads
7290006739407,שניצל תירס 98 קלוריות630,זוגלובק,630 גרם,Meat & Fish
7290006739421,סלמי מעושן איטלקי 300 גר,זוגלובק,300 גרם,Other
7290006739445,שניצל תירס קלאסי 750 גרם,זוגלובק,750 גרם,Meat & Fish
7290006739544,כתף בקר 300 גרם,זוגלובק,300 גרם,Meat & Fish
7290006742278,פסטרמה גחלים זוגלובק 330,זוגלובק,330 גרם,Meat & Fish
7290006742292,פסטרמה בדבש זוגלובק 330ג,זוגלובק,330 גרם,Sauces & Spreads
7290006748072,זר רגע של שקט יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748096,זר לב בוער יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748119,זר פראי בלב יחידה,שונות,1 יחידות,Other
7290006748133,זר פריחה קסומה יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748157,זר פריחת הלב יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748225,זר הקסם של זואי יחידה,שונות,1 יחידות,Other
7290006748249,זר הפריחה הנצחית יחידה,שונות,1 יחידות,Other
7290006748430,זר דייט ראשון יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748515,זר וויבים של אהבה יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748539,זר פטריסיה המושלמת יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748591,זר נפלאות הטבע יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748638,זר מכל הלב יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748669,זר קשת בענן יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748683,זר השמחה של דורין יחידה,פרחי ליידי דיאן,1 יחידות,Other
7290006748706,זר נגיעה של גן עדן,פרחי ליידי דיאן,1 יחידות,Other
7290006764065,בירה נשר מאלט בק.חוזר500,"טמפו משקאות בע""מ",500 מיליליטר,Drinks
7290006764072,"גולדסטאר בק.חוזר 500 מ""ל","טמפו משקאות בע\""מ",500 מיליליטר,Other
7290006764096,בירה איגל בקבוק חוזר500מ,"טמפו משקאות בע\""מ",500 מיליליטר,Drinks
7290006764485,בירה נשר מאלט בקב.6*330מ,"טמפו משקאות בע""מ",1.98 ליטר,Drinks
7290006788399,דאו.קרליין רולאון נושם75,---,75 מיליליטר,Other
7290006788429,דאו.קרליין רולאון כתום75,אמיליה קוסמטיקס,75 מיליליטר,Other
7290006788436,דאו.קרליין רולאון ורוד75,קרליין,75 מיליליטר,Other
7290006788443,דאו.קרליין רולאון סגול75,אמיליה קוסמטיקס,75 מיליליטר,Other
7290006805850,תערובת להכנת פנקייק440גר,גנרל מילס,440 גרם,Other
7290006822192,אושן ספריי חמוציות דיאט,מבשלות בירה בינלאומיות ב,1 ליטר,Drinks
7290006866363,מיץ אשכוליות אדומות 1 ל,"גניר 1992 בע\""מ",1 ליטר,Drinks
7290006941466,שמן קנולה 1 ליטר,GRADOIL REFINEY,1 ליטר,Sauces & Spreads
7290006960740,גיוזה עוף מאמא מרי 300ג,"מאמא מרי בע""מ",300 גרם,Meat & Fish
7290006960771,גיוזה בקר מאמא מרי300ג,"מאמא מרי בע""מ",300 גרם,Meat & Fish
7290006960788,גיוזה פטריות מאמאמרי300ג,"מאמא מרי בע""מ",300 גרם,Vegetables
7290006960979,כיסונים בשר אורלסקי800ג,"מאמא מרי בע""מ",800 גרם,Meat & Fish
7290006960986,כיסונים בשר מיוחדים 800ג,"מאמא מרי בע""מ",800 גרם,Meat & Fish
7290006960993,כיסונים בשר משפחתיים800ג,"מאמא מרי בע""מ",800 גרם,Meat & Fish
7290006983152,קרוטונים מתובלים למרק400,עינת,400 גרם,Prepared
7290006983176,לחמית שיפון 230 גרם,"אסם תעשיות מזון בע""מ",230 גרם,Other
7290006983206,פלאפל בקלי קלות 180 גרם,"אסם תעשיות מזון בע""מ",180 גרם,Other
7290006983763,עוגה בטעם שוקולד 400 גרם,"אסם תעשיות מזון בע""מ",400 גרם,Snacks
7290006983770,עוגת הבית שיש אסם 400 גר,"אסם תעשיות מזון בע""מ",400 גרם,Other
7290006983787,עוגת שוקולד ציפס 400 גר,"אסם תעשיות מזון בע""מ",400 גרם,Snacks
7290006983794,עוגת הבית תפוז 400 גרם,"אסם תעשיות מזון בע""מ",400 גרם,Fruit
7290006992208,דייסת מטרנה 8 דגנים 200ג,מטרנה תעשיות ש.מ,200 גרם,Other
7290006992390,דייסת וניל מטרנה 200 גרם,מטרנה תעשיות ש.מ,200 גרם,Other
7290008104050,תחליב רחצה קלאסיק220מל,כצט,220 מיליליטר,Other
7290008175173,"חמאה לל""ת מלח200ג ואליו",ואליו אל.טי.די,200 גרם,Dairy
7290008175210,פרמזנו מגורדת90ג גולדן,זנטי אס.איי.,90 גרם,Other
7290008175692,אטריות ביצים400ג מנת השף,לונגהי פינהונג פודס קו,400 גרם,Other
7290008175814,פטריות חתוכות400 ויליפוד,,400 גרם,Vegetables
7290008263047,ספגטי קמח לבן אורגני500ג,הרדוף,500 גרם,Dairy
7290008263054,ספגטי קמח מלא אורגני500ג,הרדוף,500 גרם,Other
7290008263658,"משקה סויה ללת""ס 1 ליטר",,1 ליטר,Drinks
7290008268004,דובדבן אדום ארוז,בראשית,250 גרם,Other
7290008268011,דובדבן לבן ארוז,בראשית,250 גרם,Dairy
7290008268448,אוכמניות ארוז 125גרם,בראשית,125 גרם,Other
7290008340618,סלמון מעושן מצונן 100 גר,ויליגר,100 גרם,Meat & Fish
7290008343466,בצק פילו 500 גרם,"שגמור בע""מ",500 גרם,Other
7290008343558,סיגרים בשר 1 קג,"שלושת האופים בע""מ",1 קילוגרם,Meat & Fish
7290008343565,סיגרים תפוא 1 קג,"שלושת האופים בע""מ",1000 גרם,Other
7290008343602,קובה בשר מטוגן 1 קג של,"שלושת האופים בע""מ",1 קילוגרם,Meat & Fish
7290008343626,פלאפל 1קג,"שלושת האופים בע""מ",1000 גרם,Other
7290008344272,100%המבורגר400ג טיבוןויל,"טיבון ויל אחזקות בע""מ",400 גרם,Meat & Fish
7290008345132,הרינג כבוש 240 גרם,דלידג - נטו,240 גרם,Other
7290008345576,איקרה ביתית לבנה 300 גרם,דלידג - נטו,300 גרם,Other
7290008345583,איקרה ביתית ורודה 300 גר,דלידג - נטו,300 גרם,Other
7290008349949,מעדן פרי תות שדה 284 גרם,בית אל מזון בעמ,284 גרם,Dairy
7290008349994,מעדן פרי פירות יער 284 ג,בית אל מזון בעמ,284 גרם,Dairy
7290008350501,בייבי מוצרלה 18% 150 גרם,קאזייפיצו פוגליאזה פ.ל,150 גרם,Dairy
7290008367240,עוגת דבש אפויה 365 גרם,סהרון,365 גרם,Sauces & Spreads
7290008409049,מיני דק שניצל שומשום,תנובה גליל שותפות מוגבלת,500 גרם,Meat & Fish
7290008409100,אצבעות שניצל בשומשום 700,תנובה גליל שותפות מוגבלת,700 גרם,Meat & Fish
7290008409124,שניצל גונגל 700 גרם,תנובה גליל שותפות מוגבלת,700 גרם,Meat & Fish
7290008409216,שניצל דק דק פריך 700 גרם,"תנובה בע""מ",700 גרם,Meat & Fish
7290008409315,מיני דק שניצלונים 500גרם,תנובה גליל שותפות מוגבלת,500 גרם,Meat & Fish
7290008409551,שניצל עוף אמיתי מעודן700,תנובה גליל שותפות מוגבלת,700 גרם,Meat & Fish
7290008409582,שניצל מתובל 700 גרם,תנובה גליל שותפות מוגבלת,700 גרם,Meat & Fish
7290008409605,כוכבי עוף בציפוי מעודן,תנובה גליל שותפות מוגבלת,700 גרם,Meat & Fish
7290008409773,קציצות עוף והודו אמיתיות,תנובה גליל שותפות מוגבלת,700 גרם,Meat & Fish
7290008425414,נקטר שזיף100%פרי ללס1ל,נוקדי המדבר,1 ליטר,Fruit
7290008425438,חליטת צמח.לואיזה/לימונ1,נוקדי המדבר,1 ליטר,Other
7290008425445,מיץ אשכול.ללתס אורגני1ל,נוקדי המדבר,1 ליטר,Drinks
7290008425476,חליטת צמחים נענע לימון1ל,נוקדי המדבר,1 ליטר,Fruit
7290008425513,"מיץ תפוח ללת""ס אורגני1ל",נוקדי המדבר,1 ליטר,Drinks
7290008425704,נקטר שזיף אורגני 1 ליטר,נוקדי המדבר,1 ליטר,Fruit
7290008458788,נאגטס מן הצומח 180 גרם,פיוצר פוד גרופ,180 גרם,Other
7290008458801,בורגר מן הצומח 227 גרם,פיוצר פוד גרופ,227 גרם,Other
7290008458818,טחון מן הצומח 160 גרם,פיוצר פוד גרופ,160 גרם,Other
7290008458825,כדור בשר מהצומח200אינסטד,פיוצר פוד גרופ,200 גרם,Meat & Fish
7290008458832,אצבעות דג מן הצומח,פיוצר פוד גרופ,168 גרם,Meat & Fish
7290008458863,רצועות עוף מן הצומח,פיוצר פוד גרופ,160 גרם,Meat & Fish
7290008458979,נאגטס דג מן הצומח 168 גר,פיוצר פוד גרופ,168 גרם,Meat & Fish
7290008461238,סרדין רוברט חריף בשמן115,"רמירז, מטוסינוס",115 גרם,Other
7290008464024,גולדסטאר פח לא מסונן500מ,,500 מיליליטר,Other
7290008464130,גולדסטאר לא מסוננת6*330מ,,1.98 ליטר,Other
7290008464222,בירה מכבי פחית7.9% 500מ,"טמפו משקאות בע\""מ",500 מיליליטר,Drinks
7290008464468,בירה גולדסטאר פחית 500מל,"טמפו משקאות בע""מ",500 מיליליטר,Drinks
7290008464475,"בירה מכבי פחית 500 מ""ל","טמפו משקאות בע\""מ",500 מיליליטר,Drinks
7290008464604,"בירה הייניקן פחית 500מ""ל","טמפו משקאות בע""מ",500 מיליליטר,Drinks
7290008464611,"הסודה של טמפו 275 מ""ל","טמפו משקאות בע""מ",275 מיליליטר,Drinks
7290008464673,גולדסטאר SLOW BREW פח500,"טמפו משקאות בע\""מ",500 מיליליטר,Other
7290008464697,"בירה מכבי 7.9% 6*330מ""ל",,1.98 ליטר,Drinks
7290008464703,"בירה מכבי 6 בק*330 מ""ל","טמפו משקאות בע""מ",1.98 ליטר,Drinks
7290008464734,גולדסטארSLOW BREW 6*330,"טמפו משקאות בע""מ",1.98 ליטר,Other
7290008464741,"בירה גולדסטאר בק6*330מ""ל","טמפו משקאות בע\""מ",1.98 ליטר,Drinks
7290008464796,"בירה הייניקן בק6*330 מ""ל","טמפו משקאות בע""מ",1.98 ליטר,Drinks
7290008464802,"בירה הייניקן פח 6*330מ""ל",היינקן,1.98 ליטר,Drinks
7290008493413,פירורי גריסיני 200 גרם,"מאיר את בייגל תעשיות בע""",200 גרם,Other
7290008493710,פירורי גריסיני זהב 200ג,"מאיר את בייגל תעשיות בע""",200 גרם,Other
7290008500005,"תערובת לבראוניז לל""ג415ג","גנרל מילס- Inofita, Vi",415 גרם,Other
7290008639095,פחזניות מצוננות 280גרם,קפולסקי,280 גרם,Other
7290008670142,"רקנאטי יסמין אדום 750מ""ל",,750 מיליליטר,Other
7290008670159,"רקנאטי יסמין לבן 750 מ""ל",,750 מיליליטר,Dairy
7290008670920,רקנאטי מרלו 2022 750 מל,"יקבי רקנאטי בע\""מ",750 מיליליטר,Other
