barcode,name,brand,package_size,category
7290109640600,תחליף טונה טבעוני 180 גר,---,180 גרם,Meat & Fish
7290109640761,מאפה בצק טבעוני פטה600,,600 גרם,Other
7290109640785,מאפה בצק טבעוני פיצה600ג,,600 גרם,Prepared
7290109640983,סלמי פרוס טבעונ160ויגרדן,MZA,160 גרם,Other
7290109641102,פסטרמה טבעוני160ג ויגרדן,MZA,160 גרם,Meat & Fish
7290109920313,מרסס חלונות למשטח 750,אסטוניש -לידס,750 מיליליטר,Other
7290109923352,דורגול מסיר א.מקומקום750,דורינג,750 מיליליטר,Other
7290109923512,"מרסס למקלחון 600 מ""ל",דורינג,600 מיליליטר,Other
7290109923529,"דזיטול רסס נגב 750מ""ל",אי.סי. מרכה,750 מיליליטר,Other
7290109923710,"גל אסלה ורדים 750 מ""ל",אסטוניש -לידס,750 מיליליטר,Other
7290109923772,"דורגול מרסס למטבח 600מ""ל",דורינג,600 מיליליטר,Other
7290110000493,חמאת בוטנים קרנצי350ג,בטר & דיפרנט,350 גרם,Other
7290110001759,ציקורי תחליף לקפה 150גר,בטר & דיפרנט,150 גרם,Drinks
7290110001841,חמאת בוטנים טבעית 760 גר,בטר & דיפרנט,760 גרם,Other
7290110110369,קרלסברג לומה 6בק* 330מל,---,1.98 ליטר,Other
7290110110703,ספרייט ליים פחיות6*330מל,---,1.98 ליטר,Other
7290110111809,"פאנטה אורנג 6פח*330 מ""ל",---,1.98 ליטר,Other
7290110113537,נורדיק מיסט מי טוניק 1 ל,החברה המרכזית לייצור משק,1 ליטר,Other
7290110113582,נורדיק טוניק פירות יער1ל,החברה המרכזית לייצור משק,1 ליטר,Fruit
7290110113599,נורדיק מיסט מי סודה 250,---,250 מיליליטר,Drinks
7290110113605,בירה שקמה IPA בקבוק 330,---,330 מיליליטר,Drinks
7290110113629,בירה שקמה אייל ענברי330,---,330 מיליליטר,Drinks
7290110114398,"מיסט סודה ט.לימון250מ""ל",---,250 מיליליטר,Drinks
7290110114404,נורדיק מיסט סודה נענע250,---,250 מיליליטר,Drinks
7290110114787,נביעות+טעם תפוח 1.5 ליטר,---,1.5 ליטר,Fruit
7290110114794,נביעות+טעם אפרסק 1.5ליטר,---,1.5 ליטר,Fruit
7290110114800,נביעות+טעם ענבים 1.5ליטר,---,1.5 ליטר,Fruit
7290110114855,מים מינרל.נביעות 6*1.5ל,נביעות טבע,9 ליטר,Drinks
7290110114886,מיץ קלמנט.סחוט טבעי2ליטר,---,2 ליטר,Drinks
7290110114893,מיץ תפוזים סחוט טבעי 2 ל,---,2 ליטר,Drinks
7290110114909,סחוט תפוחים 2 ליטר,---,2 ליטר,Fruit
7290110114916,מיץ סחוט לימון נענע 2ל,גת,2 ליטר,Drinks
7290110114961,פריגת תפוזים 1.5 ליטר,---,1.5 ליטר,Fruit
7290110114985,פריגת אשכוליות 1.5 ליטר,---,1.5 ליטר,Other
7290110114992,פריגת אשכוליות לייט 1.5,---,1.5 ליטר,Other
7290110115005,פריגת ענבים 1.5 ליטר,---,1.5 ליטר,Fruit
7290110115012,פריגת ענבים מרלו 1.5 ליט,---,1.5 ליטר,Fruit
7290110115029,פריגת תפוחים 1.5 ליטר,---,1.5 ליטר,Fruit
7290110115036,פריגת מנגו 1.5 ליטר,מבשלות בירה בינלאומיות ב,1.5 ליטר,Drinks
7290110115043,פריגת לימונענע 1.5 ליטר,---,1.5 ליטר,Other
7290110115050,פריגת מיקס תות-בננה1.5ל,---,1.5 ליטר,Fruit
7290110115067,פריגת אפרסק 1.5 ליטר,---,1.5 ליטר,Fruit
7290110115111,פריגת צלול אננס 1.5 ליטר,---,1.5 ליטר,Fruit
7290110115203,קוקה קולה בקבוק 1.5 ליטר,---,1.5 ליטר,Drinks
7290110115210,קולה דיאט בקבוק 1.5 ל,---,1.5 ליטר,Drinks
7290110115227,קוקה קולה זירו 1.5 ליטר,---,1.5 ליטר,Drinks
7290110115234,קולה זירו נטול קפאין1.5ל,---,1.5 ליטר,Drinks
7290110115241,קולה זירו לימון 1.5 ליטר,---,1.5 ליטר,Drinks
7290110115265,ספרייט ליים 1.5 ליטר,החברה המרכזית לייצור משק,1.5 ליטר,Other
7290110115272,ספרייט זירו 1.5 ליטר,---,1.5 ליטר,Other
7290110115296,פאנטה אורנג 1.5 ל,---,1.5 ליטר,Other
7290110115302,פאנטה זירו ט.אורנג 1.5ל,---,1.5 ליטר,Other
7290110115319,פאנטה אקזוטי 1.5 ליטר,---,1.5 ליטר,Other
7290110115333,פאנטה תות 1.5 ליטר,---,1.5 ליטר,Fruit
7290110115357,קינלי סודה 1.5 ליטר,---,1.5 ליטר,Drinks
7290110115364,קוקה קולה 6*1.5 ליטר,החברה המרכזית לייצור משק,9 ליטר,Drinks
7290110115371,קוקה קולה דיאט 6*1.5ל,---,9 ליטר,Drinks
7290110115388,ספרייט ליים 6*1.5 ליטר,החברה המרכזית לייצור משק,9 ליטר,Other
7290110115395,ספרייט זירו 6*1.5 ליטר,---,9 ליטר,Other
7290110115401,קינלי סודה 6*1.5 ליטר,החברה המרכזית לייצור משק,9 ליטר,Drinks
7290110115418,קוקה קולה זירו 6*1.5 ל,החברה המרכזית לייצור משק,9 ליטר,Drinks
7290110115425,פיוז-טי לימון נענע 1.5,---,1.5 ליטר,Fruit
7290110115449,פיוז-טי מנגו אננס 1.5 ל,---,1.5 ליטר,Fruit
7290110115463,פיוז-טי אפרסק 1.5 ל,---,1.5 ליטר,Fruit
7290110115494,פיוז-טי ענבים 1.5 ל,---,1.5 ליטר,Fruit
7290110115623,פיוז-טי זירו אפרסק 1.5,---,1.5 ליטר,Fruit
7290110116132,"סירופ בטעם לימון 750 מ""ל",---,750 מיליליטר,Fruit
7290110116422,"נורדיק מיסט סודה 250מ""ל",---,250 מיליליטר,Drinks
7290110116750,"סומרסבי בלקבארי 330 מ""ל","קרלסברג קרואטיה , יבואן:",330 מיליליטר,Other
7290110117375,נביעות +אבטיח 1.5 ליטר,---,1.5 ליטר,Fruit
7290110117382,פיוז טי ZERO בטעם פירות,---,1500 מיליליטר,Fruit
7290110117689,ספרייט זירו לימון 1.5ל,---,1.5 ליטר,Fruit
7290110117771,נורדיק מיסט מוגז תפוח1ל,החברה המרכזית לייצור משק,1 ליטר,Fruit
7290110117795,נורדיק מיסט מוגז לימונדה,החברה המרכזית לייצור משק,1 ליטר,Drinks
7290110117818,נורדיק מיסט אננס נענע1ל,החברה המרכזית לייצור משק,1 ליטר,Fruit
7290110117825,נורדיק זירו מנגו ונענע1ל,החברה המרכזית לייצור משק,1 ליטר,Fruit
7290110117832,נורדיק זירו פירות יער 1ל,החברה המרכזית לייצור משק,1 ליטר,Fruit
7290110117856,נורדיק אפרסק זירו 1ל,החברה המרכזית לייצור משק,1 ליטר,Fruit
7290110117924,מארז נורדיק לימונדה4*250,החברה המרכזית לייצור משק,1000 מיליליטר,Drinks
7290110117962,ספרייט ליים 1 ליטר,---,1 ליטר,Other
7290110117979,ספרייט זירו 1 ליטר,---,1 ליטר,Other
7290110118624,פיוז טי תה קר בטעם אבטיח,---,1.5 ליטר,Drinks
7290110118778,"בירה שקמה בלונד 330 מ""ל",---,330 מיליליטר,Drinks
7290110119355,פריגת קליר ענבים 1.5ליטר,,1.5 ליטר,Fruit
7290110119362,פריגת קליר אפרסק/נענע1.5,,1.5 ליטר,Fruit
7290110119379,פריגת קליר בטעם אננס1.5ל,,1.5 ליטר,Fruit
7290110320850,פתיתי עמק 28% 200 גרם,"תנובה בע""מ",200 גרם,Other
7290110320867,פתיתי עמק 28% 500גרם,"תנובה בע""מ",500 גרם,Other
7290110321031,יופלהGOמועשר בחלבון 200ג,"תנובה בע""מ",200 גרם,Snacks
7290110321277,קוטג בקטנה 5% 100 גרם,"תנובה בע""מ",100 גרם,Dairy
7290110321680,יופלה GO תות 200 גרם,מחלבת אלון תבור,200 גרם,Snacks
7290110321697,יופלה GO אפרסק 200 גרם,מחלבת אלון תבור,200 גרם,Snacks
7290110321703,יופלה GO פירות יער 200 ג,"תנובה בע""מ",200 גרם,Snacks
7290110322014,טופו בטעם טבעי 300 גרם,א.י.ן תעשיות,300 גרם,Other
7290110322021,טופו עם בזיליקום,א.י.ן תעשיות,300 גרם,Other
7290110322038,טופו פיקנטי 300 גרם,א.י.ן תעשיות,300 גרם,Other
7290110322946,יופלה טיוב תות בננה6*58ג,"תנובה בע""מ",348 גרם,Snacks
7290110323301,ג.צהובה טל העמק32% 200ג,---,200 גרם,Other
7290110323585,יופלה GO דובדבן0.7% 200ג,"תנובה בע""מ",200 גרם,Snacks
7290110323592,יופלה GO אפרסק0.7% 200ג,"תנובה בע""מ",200 גרם,Snacks
7290110324025,פתיתי מוצרלה 22% 500 גרם,"תנובה בע""מ",500 גרם,Dairy
7290110324551,יופלה טיוב תות 6*58ג,"תנובה בע""מ",348 גרם,Snacks
7290110324711,ממרח סויה9% טעם טבעי250ג,"תנובה בע""מ",250 גרם,Sauces & Spreads
7290110324773,משק.חלב גו וניל+חלבון340,"תנובה בע""מ",340 גרם,Dairy
7290110324858,מעדן שקד ט.לוז125ג תנובה,"תנובה בע""מ",125 גרם,Dairy
7290110324872,גבינת גלבוע 5% פרוסות 20,"תנובה בע""מ",200 גרם,Dairy
7290110324926,משקה סויה אלטרנטיב 1ליטר,"תנובה בע""מ",1 ליטר,Drinks
7290110325084,מיני קרלו שוניל 8*100גרם,"תנובה בע""מ",800 גרם,Other
7290110325114,משקה יוגורטGO תות בננ250,"תנובה בע""מ",250 מיליליטר,Drinks
7290110325121,משקה יוג.GO מנגו אננס250,"תנובה בע""מ",250 מיליליטר,Drinks
7290110325305,מעדן סויה ביו במתיקות200,"תנובה בע""מ",200 גרם,Dairy
7290110325312,מעדן סויה ביו טעם תות200,"תנובה בע""מ",200 גרם,Dairy
7290110325510,יופלה טיוב וניל 6יח*58גר,"תנובה בע""מ",348 גרם,Snacks
7290110325619,משקה שיבולת שועל1ל תנובה,"תנובה בע""מ",1 ליטר,Drinks
7290110325626,"משקה שקדים ללת""ס 1 ליטר","תנובה בע""מ",1 ליטר,Drinks
7290110325893,"אייס קפה GO תנובה 340מ""ל","תנובה בע""מ",340 מיליליטר,Drinks
7290110326210,יופלה און טופ פצפוצים157,מחלבת אלון תבור,157 גרם,Snacks
7290110326234,יופלה און טופ כוכבים157ג,מחלבת אלון תבור,157 גרם,Snacks
7290110326333,פרוסות גב.סקנדינבית 170ג,"תנובה בע""מ",170 גרם,Other
7290110327033,משקה סויה מועשר חלבון 1ל,"תנובה בע""מ",1 ליטר,Drinks
7290110327514,משקה ש.שועל אגוז לוז 1ל,---,1 ליטר,Drinks
7290110328221,יוג.נטול לקטוז תנוב200ג,"תנובה בע""מ",200 גרם,Other
7290110328504,טריו מיקס 3 גבינות 300גר,"תנובה בע""מ",300 גרם,Dairy
7290110328627,יוג.GO קרמי בננה קרמל200,"תנובה בע""מ",200 גרם,Fruit
7290110328641,טופו טבעי 500 גרם תנובה,"תנובה בע""מ",500 גרם,Other
7290110328764,יוגורט GO קרמי תות 200ג,"תנובה בע""מ",200 גרם,Dairy
7290110328788,יוג.GO קרמי אפרסק0% 200ג,"תנובה בע""מ",200 גרם,Fruit
7290110329136,מעדן חלב גו שוקולד 120גר,"תנובה בע""מ",120 גרם,Snacks
7290110329143,מעדן יופלה גו וניל 120ג,"תנובה בע""מ",120 גרם,Snacks
7290110329686,"משקה חלב GO עוגיות340מ""ל","תנובה בע""מ",340 מיליליטר,Snacks
7290110329792,מעדן סויה ביו אפרסק150ג,"תנובה בע""מ",150 גרם,Dairy
7290110329808,מעדן סויה עם תות,"תנובה בע""מ",150 גרם,Dairy
7290110329815,מעדן סויה ביו מעודנת150ג,"תנובה בע""מ",150 גרם,Dairy
7290110329846,מעדן סויה ביו טבעי 150 ג,"תנובה בע""מ",150 גרם,Dairy
7290110329952,יוגורט GO סמיך קוקוס200ג,"תנובה בע""מ",200 גרם,Dairy
7290110552244,משק.דנונה פרו20 ללתס255,"שטראוס בריאות בע""מ",255 גרם,Other
7290110554095,דבש לחיץ 440 גרם,מכוורת יד מרדכי שטראוס ב,440 גרם,Sauces & Spreads
7290110554583,ציטוס PUFFS גבינה10*20ג,"שטראוס פריטו ליי בע""מ",200 גרם,Dairy
7290110556563,צנצנת קוביות תות 58 גרם,אסקום קונפקשיין,58 גרם,Fruit
7290110556884,מאסט וויט מנטה מתוקה 66ג,אסקום קונפקשיין,66 גרם,Other
7290110556891,מאסט וויט מנטה הדרים66גר,אסקום קונפקשיין,66 גרם,Other
7290110557102,מעדן חלב שוקולד מועשר150,"שטראוס בריאות בע""מ",150 גרם,Snacks
7290110557133,מעדן הגולן וניל 125 גרם,"שטראוס בריאות בע""מ",125 גרם,Dairy
7290110557423,מילקי שכבות שוק.+קצפת170,"שטראוס גרופ בע""מ",170 מיליליטר,Dairy
7290110557454,מילקיTRIOשוק.לבן ופיסטוק,"שטראוס גרופ בע\""מ",170 מיליליטר,Dairy
7290110558284,דנונה ביו מולטי 200 גרם,"שטראוס בריאות בע""מ",200 גרם,Other
7290110558314,דנונה פרו ל.סוכר פיסט200,"שטראוס בריאות בע""מ",200 גרם,Other
7290110558420,משקה בריסטה שבולת1 אלפרו,"שטראוס בריאות בע""מ",1 ליטר,Drinks
7290110558703,"מעדן חלבון ללת""ס שוק150ג","שטראוס בריאות בע""מ",150 גרם,Dairy
7290110559038,מילקשייק שוקו+סירופ300מ,מחלבת יטבתה,300 מיליליטר,Drinks
7290110560317,פריכיות משולש מלח ים30גר,"פרח תעשיות מזון בע""מ",30 גרם,Other
7290110560836,מילקי בטעם פסק זמן 170מ,"שטראוס גרופ בע""מ",170 מיליליטר,Dairy
7290110561352,דנונה דל לקטוז 200 גרם,"שטראוס בריאות בע""מ",200 גרם,Other
7290110561604,גמדים תות בננה 8*100 גרם,"שטראוס בריאות בע""מ",800 גרם,Fruit
7290110563431,אייס קפה 1.6% קלאסי 230מ,אנסטל מילק,230 מיליליטר,Drinks
7290110563448,אייס קפה 1.6% מעודן 230מ,אנסטל מילק,230 מיליליטר,Drinks
7290110563462,חלב נטול לקטוז 2% 1 ליטר,מחלבת יטבתה,1 ליטר,Dairy
7290110563851,אנרגי תחתית שוק.חלב6*24ג,"שטראוס גרופ בע""מ",144 גרם,Dairy
7290110564353,בלונדי קרם אגוזי לוז100ג,"שטראוס גרופ בע""מ",100 גרם,Other
7290110565435,לימבו פטל קו חלבי 125גרם,"שטראוס בריאות בע""מ",125 גרם,Dairy
7290110565527,דנונה פרו 20ג חלבון 200ג,"שטראוס בריאות בע""מ",200 גרם,Dairy
7290110565572,קפה טורקי+הל לדרך24*7גרם,שטראוס קפה בי.וי.,168 גרם,Drinks
7290110566975,דנונ.פרו20ג חלבון תות200,"שטראוס בריאות בע""מ",200 גרם,Dairy
7290110568238,קצפת צמחית יטבתה21% 250מ,מחלבת יטבתה,250 מיליליטר,Dairy
7290110568276,משקה פרו וניל יטבתה350מ,מחלבת יטבתה,350 מיליליטר,Drinks
7290110568559,דוריטוס חמוץ חריף 10*25ג,"שטראוס פריטו ליי בע""מ",250 גרם,Other
7290110568566,מארז דוריטוס גריל 10*25ג,"שטראוס פריטו ליי בע""מ",250 גרם,Other
7290110570040,"משקה שקדים לל""ס 1ל אלפרו","שטראוס בריאות בע""מ",1 ליטר,Drinks
